id,ra,dec,B_mag,B_mag_unc,V_mag,V_mag_unc,g_mag,g_mag_unc,r_mag,r_mag_unc,i_mag,i_mag_unc,z_mag,z_mag_unc,J_mag,J_mag_unc,H_mag,H_mag_unc,K_mag,K_mag_unc,G_mag,G_mag_unc,Bp_mag,Bp_mag_unc,Rp_mag,Rp_mag_unc,parallax,parallax_unc,GaiaID
EPIC212141021,127.92118,22.84167,14.495,0.02,13.55,0.033,13.996,0.034,13.255,0.042,12.995,0.063,,,11.811,0.022,11.365,0.027,11.242,0.017,13.2686,0.0003,13.7851,0.0013,12.6131,0.0008,0.0036206999999999997,2.88e-05,665939974941003392
EPIC212150006,128.169544,23.031999,15.678,0.08,14.771,0.042,15.132,0.041,14.616,0.051,14.515,0.081,,,13.462,0.021,13.054,0.03,12.948,0.031,14.6651,0.0014,14.9912,0.0026,14.0976,0.0011,-0.0002187,0.0001444,665950175486818688
EPIC212152341,132.754023,23.083958,,,,,20.564,0.025,19.082,0.012,18.486,0.011,18.157,0.024,,,,,,,19.0658,0.0024,19.8479,0.0424,18.0914,0.0164,0.0012698,0.0004068,689216636100880768
EPIC212154564,133.641182,23.13289,,,,,,,,,,,,,12.838,0.023,12.227,0.022,11.975,0.018,15.4618,0.0005,16.76,0.0062,14.3295,0.002,0.0070953,6.59e-05,686230534318440960
EPIC212157262,132.523609,23.192601,13.871,0.02,13.081,0.03,13.44,0.03,12.828,0.03,12.618,0.04,,,11.687,0.022,11.289,0.028,11.196,0.021,12.8673,0.0002,13.2869,0.0014,12.3022,0.001,0.0029939,5.1e-05,689268759823937280
EPIC212159514,133.2271,23.242835,14.858,0.04,13.989,0.04,14.382,0.04,13.695,0.04,13.413,0.03,,,12.314,0.025,11.824,0.021,11.749,0.018,13.7199,0.0002,14.1983,0.0013,13.1005,0.001,0.0004572,2.97e-05,689234537524547200
EPIC212161956,126.372924,23.297377,16.298,0.06,15.21,0.048,15.811,0.01,14.763,0.01,14.335,0.077,,,13.052,0.024,12.447,0.026,12.3,0.023,14.8131,0.0004,15.4987,0.0016,14.0197,0.0008,0.0030933,3.78e-05,678119333962115072
EPIC212164470,129.813631,23.357481,13.219,0.02,12.646,0.03,12.864,0.01,12.474,0.04,12.635,0.58,,,11.502,0.02,11.246,0.018,11.149,0.022,12.4903,0.0001,12.8051,0.0007,12.0225,0.0006,0.0022097,4.25e-05,666195851913506816
EPIC212178066,129.689671,23.685905,7.437,0.016,6.884,0.01,,,,,,,,,5.836,0.018,5.64,0.034,5.567,0.018,6.7468,0.0002,7.0516,0.0011,6.3347,0.0013,0.0283319,4.2000000000000004e-05,666427539629086976
EPIC212194007,134.337685,24.114152,13.706,0.24,13.043,0.25,13.351,0.26,12.801,0.27,12.599,0.27,,,11.52,0.022,11.189,0.021,11.096,0.023,12.6655,0.0009,13.0296,0.0031,12.1413,0.0032,0.0010561000000000001,4.19e-05,689757797684412032
EPIC212204403,130.878346,24.423111,13.542,0.03,12.564,0.03,13.032,0.01,12.232,0.02,12.247,0.52,,,10.958,0.022,10.485,0.021,10.381,0.018,12.3271,0.0001,12.8337,0.0008,11.6893,0.0005,0.0049254,3.63e-05,690310993768911104
EPIC212207368,131.055458,24.517391,,,,,,,,,,,,,13.552,0.023,12.982,0.023,12.747,0.025,15.8929,0.0004,16.9864,0.0032,14.8565,0.0012,0.0063159,5.17e-05,690394247414548224
EPIC212219881,131.774794,24.939606,16.121,0.11,15.301,0.06,15.728,0.01,15.073,0.09,14.898,0.09,,,13.955,0.023,13.47,0.026,13.408,0.036,15.1695,0.0005,15.5953,0.002,14.5746,0.0014,0.001274,5.07e-05,690434757546097024
EPIC212223307,131.067414,25.07574,10.831,0.068,10.151,0.049,10.564,0.01,10.094,0.04,11.133,0.06,,,9.206,0.018,8.941,0.021,8.872,0.017,10.1093,0.0004,10.401,0.0009,9.6832,0.0009,0.0030114,4.8899999999999996e-05,690638575217157632
EPIC212227092,132.092362,25.243338,,,,,18.256,0.007,16.806,0.004,15.356,0.004,14.56,0.004,13.129,0.021,12.508,0.018,12.255,0.022,16.0693,0.0008,17.6403,0.0059,14.8442,0.0021,0.004798,9.800000000000001e-05,690821270243016192
EPIC212228994,131.653493,25.337463,13.954,0.03,13.258,0.03,13.581,0.03,13.076,0.03,13.54,0.85,,,12.108,0.021,11.757,0.016,11.72,0.02,13.1782,0.0002,13.523,0.0011,12.6749,0.0007,0.001071,2.68e-05,690834567461719424
EPIC212270970,207.7914886,-18.4617271,14.11,0.02,13.479,0.02,13.743,0.03,13.338,0.03,13.185,0.05,,,12.32,0.022,11.982,0.023,11.899,0.024,13.3498,0.0003,13.6762,0.0023,12.8631,0.0016,0.0010333,2.48e-05,6294097967528799360
EPIC212278644,207.1245728,-18.1966019,14.858,0.03,14.15,0.02,14.435,0.04,13.972,0.03,13.741,0.05,,,12.863,0.022,12.518,0.023,12.497,0.029,13.9996,0.0003,14.3631,0.0013,13.4772,0.0006,0.0010398,2.86e-05,6294147063298953600
EPIC212294561,205.14711,-17.6952705,14.08,0.07,13.352,0.09,13.654,0.07,13.152,0.04,12.932,0.07,,,11.969,0.024,11.605,0.025,11.53,0.024,13.1627,0.0003,13.5561,0.0033,12.6092,0.002,0.0028447,2.37e-05,6293719117053401856
EPIC212297394,207.2062225,-17.6099052,15.377,0.02,14.423,0.03,14.852,0.03,14.126,0.03,13.831,0.07,,,12.735,0.026,12.223,0.023,12.186,0.023,14.1864,0.0004,14.6991,0.0021,13.5334,0.0013,0.0023621,4.1e-05,6294955311720593024
EPIC212300977,203.7581024,-17.5035496,12.689,0.32,11.753,0.191,12.129,0.01,11.705,0.06,11.571,0.06,,,10.775,0.027,10.443,0.023,10.396,0.024,11.7747,0.0002,12.1065,0.0023,11.2921,0.0015,0.0033336999999999998,4.38e-05,3603529272750802560
EPIC212301649,201.4621429,-17.4831295,15.242,0.06,14.33,0.03,14.766,0.06,14.013,0.03,13.751,0.05,,,12.686,0.027,12.223,0.022,12.122,0.024,14.1098,0.0004,14.5954,0.0031,13.4728,0.0018,0.0021392000000000004,2.7300000000000003e-05,3604068862377464320
EPIC212303338,202.9588318,-17.4307041,10.92,0.064,10.127,0.045,10.643,0.05,9.779,0.01,9.663,0.01,,,8.465,0.029,7.989,0.042,7.912,0.026,9.8434,0.0003,10.3314,0.0021,9.2285,0.0013,0.0124258,0.0001118,3603366514965530112
EPIC212310244,208.0779266,-17.2254467,15.228,0.04,14.269,0.03,14.731,0.01,13.972,0.02,13.819,0.23,,,12.638,0.026,12.18,0.024,12.092,0.027,14.046,0.0003,14.5438,0.0019,13.4061,0.001,0.0021759,4.14e-05,6294335736918297344
EPIC212311834,199.9766388,-17.1811447,15.689,0.09,14.788,0.03,15.339,0.27,14.579,0.05,14.396,0.14,,,13.327,0.026,12.88,0.029,12.762,0.033,14.5983,0.0007,15.0316,0.0037,14.0058,0.0025,0.0012129,3.8e-05,3604358927288782848
EPIC212315941,203.087265,-17.0611916,15.639,0.04,14.722,0.04,15.133,0.03,14.356,0.03,14.094,0.06,,,12.844,0.023,12.295,0.024,12.175,0.029,14.3986,0.0006,14.9442,0.0028,13.7114,0.0021,0.0011548,0.0001172,3603756944672569856
EPIC212321305,204.6419983,-16.9100971,14.787,0.04,14.081,0.02,14.355,0.03,13.886,0.01,13.65,0.11,,,12.881,0.026,12.508,0.031,12.467,0.033,14.0925,0.0004,14.4865,0.0025,13.5415,0.0019,0.0008504000000000001,3.9800000000000005e-05,3603689118549004800
EPIC212330265,208.3796234,-16.6597004,,,,,,,,,,,,,12.559,0.023,11.944,0.023,11.655,0.021,15.002,0.0008,16.1403,0.0049,13.9467,0.0017,0.0056058,5.77e-05,6295480809559200512
EPIC212351026,201.6868744,-16.1051502,17.062,0.21,15.506,0.03,16.286,0.04,14.886,0.03,13.793,0.06,,,11.973,0.022,11.384,0.022,11.165,0.023,14.5263,0.0006,15.7413,0.0056,13.4351,0.0017,0.0074954999999999996,6.610000000000001e-05,3604868310410039296
EPIC212351405,201.6629333,-16.0950012,15.259,0.05,14.325,0.05,14.79,0.05,14.006,0.04,13.655,0.08,,,12.541,0.027,12.053,0.028,11.967,0.024,14.388,0.0174,14.6773,0.0221,13.4814,0.0233,,,3604868585287158528
EPIC212357477,202.0166321,-15.9378204,11.08,0.076,10.364,0.054,10.885,0.25,10.127,0.04,9.928,0.05,,,9.081,0.034,8.748,0.071,8.687,0.024,10.1214,0.0008,10.4951,0.0021,9.6239,0.0014,0.0088115,5.4e-05,3604866381969319040
EPIC212370106,201.2718658,-15.6250734,15.406,0.09,14.708,0.042,,,,,,,,,13.173,0.027,12.469,0.023,12.34,0.026,15.1145,0.0007,15.9187,0.0055,14.2384,0.0008,0.0029751,5.75e-05,3604946238296644864
EPIC212380207,200.3562317,-15.3772182,14.106,0.01,13.373,0.05,13.84,0.33,13.099,0.06,13.022,0.23,,,11.908,0.022,11.53,0.024,11.467,0.021,13.1609,0.0003,13.5762,0.0019,12.5925,0.0007,0.0029465,2.4299999999999998e-05,3607650379770104704
EPIC212393193,210.5469971,-15.06954,12.667,0.275,11.922,0.193,12.438,0.03,12.058,0.03,11.957,0.06,,,11.095,0.026,10.821,0.023,10.773,0.019,12.0649,0.0003,12.3684,0.0014,11.6099,0.0009,0.0026961,4.34e-05,6301049320557719552
EPIC212394689,203.6212921,-15.0363588,13.015,0.314,12.399,0.212,12.765,0.04,12.208,0.05,11.966,0.08,,,11.038,0.022,10.701,0.025,10.589,0.021,12.2538,0.0002,12.663,0.0009,11.7018,0.0008,0.0041017,3.26e-05,3606343094804432128
EPIC212398486,204.1421204,-14.9476032,17.553,0.12,16.122,0.068,16.907,0.06,15.464,0.09,14.393,0.05,,,12.609,0.023,12.044,0.024,11.802,0.023,15.1508,0.0006,16.3401,0.0031,14.0658,0.0022,0.008026,5.3400000000000004e-05,3606324613561098368
EPIC212398508,203.6288605,-14.9471598,14.582,0.07,13.87,0.07,14.163,0.04,13.632,0.07,13.4,0.07,,,12.422,0.025,12.098,0.031,11.951,0.026,13.7025,0.0003,14.084,0.0017,13.1569,0.0018,0.0020299,2.2599999999999997e-05,3606357633269598464
EPIC212418133,203.3017731,-14.504056,14.157,0.06,13.412,0.03,13.734,0.03,13.194,0.03,12.977,0.06,,,12.097,0.023,11.809,0.027,11.701,0.026,13.2538,0.0003,13.6435,0.0015,12.7162,0.0014,0.0012430000000000002,2.58e-05,3606596502170799104
EPIC212420823,199.0997314,-14.4446306,15.296,0.05,14.396,0.05,14.873,0.03,14.132,0.01,13.863,0.03,,,12.743,0.024,12.307,0.023,12.204,0.029,14.1826,0.0003,14.6659,0.0022,13.5508,0.001,0.0021764,3.3799999999999995e-05,3608708904525885440
EPIC212424622,202.3314209,-14.3594627,13.969,0.05,13.354,0.04,13.602,0.04,13.176,0.03,13.113,0.09,,,12.101,0.021,11.841,0.023,11.775,0.021,13.2026,0.0004,13.547,0.0018,12.7057,0.0015,0.001606,2.68e-05,3608139421926380544
EPIC212425103,204.3695831,-14.3488894,15.554,0.04,14.731,0.02,15.087,0.02,14.476,0.04,14.238,0.08,,,13.238,0.026,12.865,0.027,12.72,0.026,14.5285,0.0005,14.9682,0.0018,13.9364,0.0013,0.0016654,3.33e-05,3606497339965759744
EPIC212428509,203.6284943,-14.2716208,13.317,0.05,12.701,0.02,12.954,0.04,12.518,0.04,12.281,0.06,,,11.375,0.025,11.085,0.035,10.976,0.026,12.573,0.0003,12.9084,0.003,12.0528,0.0049,0.0022416,4.83e-05,3606604782867769216
EPIC212432685,204.2987976,-14.1805878,13.822,0.05,13.283,0.02,13.489,0.03,13.146,0.04,12.979,0.04,,,12.172,0.026,11.931,0.025,11.845,0.023,13.2591,0.008,13.4606,0.0024,12.7006,0.0017,0.0035294,0.0006209,3606526889340761472
EPIC212435047,202.130722,-14.1262922,13.163,0.06,12.5,0.02,12.765,0.04,12.326,0.03,12.228,0.12,,,11.237,0.026,10.981,0.023,10.907,0.023,12.3532,0.0002,12.7107,0.0015,11.8488,0.0008,0.0027405,3.71e-05,3609705852334535040
EPIC212440430,204.0355988,-14.0092173,14.148,0.05,13.459,0.02,13.756,0.03,13.259,0.04,13.058,0.04,,,12.191,0.026,11.867,0.023,11.776,0.024,13.3115,0.0004,13.6795,0.002,12.7915,0.0018,0.0020148,2.46e-05,3606709167752821632
EPIC212443457,209.4090271,-13.942667,14.573,0.12,13.493,0.08,14.037,0.11,13.142,0.09,12.721,0.1,,,11.407,0.025,10.845,0.023,10.693,0.023,13.1347,0.0063,13.749,0.0218,12.3964,0.0163,0.0010483,2.57e-05,6302163916110583424
EPIC212443973,205.0088959,-13.9320383,17.479,0.14,16.034,0.06,16.776,0.04,15.454,0.07,14.168,0.15,,,11.989,0.022,11.424,0.025,11.197,0.027,14.9494,0.0054,16.3201,0.005,13.6812,0.0013,,,3606898279457331200
EPIC212451091,211.4713287,-13.7793894,15.199,0.01,14.465,0.02,14.79,0.03,14.253,0.03,14.009,0.1,,,13.132,0.029,12.743,0.03,12.612,0.029,14.2814,0.0005,14.6741,0.0025,13.7297,0.0024,0.0014061999999999998,3.53e-05,6302276955353954688
EPIC212454160,203.6372681,-13.7126179,13.479,0.06,12.879,0.02,13.118,0.04,12.687,0.04,12.495,0.07,,,11.676,0.026,11.336,0.025,11.256,0.023,12.7204,0.0004,13.0624,0.0018,12.2212,0.001,0.0016431,7.27e-05,3606779845734603264
EPIC212454422,198.5531464,-13.7068777,,,,,,,,,,,,,14.498,0.038,13.885,0.032,13.59,0.052,17.5202,0.0016,19.2042,0.0338,16.2426,0.0066,0.0058546,0.0001855,3608998282242519808
EPIC212460519,203.5465393,-13.5769281,14.154,0.06,12.918,0.03,13.569,0.03,12.357,0.07,11.964,0.17,,,10.508,0.023,9.917,0.025,9.712,0.021,12.4013,0.0004,13.1525,0.0041,11.5714,0.0017,0.0096852,7.22e-05,3606785098479012864
EPIC212480208,205.3634949,-13.1608963,11.777,0.111,11.138,0.096,11.405,0.02,10.921,0.02,10.672,0.06,,,9.834,0.023,9.447,0.022,9.41,0.023,10.9586,0.0005,11.3413,0.0017,10.4401,0.0012,0.0061951,4.39e-05,3607243530404017280
EPIC212495601,198.9126434,-12.8270426,14.663,0.03,13.963,0.02,14.292,0.04,13.792,0.02,13.619,0.01,,,12.712,0.023,12.364,0.028,12.306,0.029,13.8233,0.0004,14.187,0.0021,13.311,0.0021,0.0015873999999999999,2.9999999999999997e-05,3609490176256948608
EPIC212496592,201.6391754,-12.8065681,14.176,0.01,13.258,0.02,13.678,0.03,12.997,0.12,12.661,0.03,,,11.608,0.023,11.177,0.023,11.077,0.023,12.9948,0.0006,13.4917,0.0017,12.3618,0.0016,0.0034533999999999997,2.85e-05,3610048418926172032
EPIC212499835,207.4186249,-12.7381372,17.227,0.22,16.447,0.078,17.044,0.04,,,,,,,14.698,0.037,14.189,0.033,14.121,0.055,16.383,0.0047,16.9138,0.0241,15.6776,0.0124,0.000363,7.92e-05,3612307331205810432
EPIC212499991,202.4887695,-12.7347231,14.451,0.07,13.552,0.02,13.968,0.05,13.251,0.03,12.922,0.1,,,11.877,0.026,11.456,0.026,11.366,0.023,13.3118,0.0003,13.804,0.002,12.6789,0.0007,0.0035012,2.51e-05,3610090784483619456
EPIC212521166,207.3495331,-12.2844906,12.834,0.05,11.915,0.07,12.341,0.04,11.563,0.03,11.268,0.03,,,10.184,0.022,9.641,0.023,9.607,0.024,11.6627,0.0002,12.1926,0.0014,11.0025,0.0011,0.008556800000000002,3.14e-05,3613175223837135616
EPIC212529560,202.131424,-12.1073179,14.764,0.04,14.09,0.01,14.374,0.03,13.867,0.03,13.693,0.06,,,12.764,0.027,12.439,0.023,12.464,0.03,13.9192,0.0004,14.2864,0.0027,13.4014,0.0012,0.0014238999999999999,3.23e-05,3610944761420948864
EPIC212530118,202.8983154,-12.0950937,15.309,0.02,14.051,0.03,14.728,0.02,13.54,0.01,13.058,0.04,,,11.739,0.023,11.147,0.027,10.994,0.026,13.5859,0.0004,14.3051,0.0031,12.773,0.0019,0.005095799999999999,3.69e-05,3610557458450018944
EPIC212534729,205.7329559,-11.9942513,14.087,0.05,13.292,0.02,13.646,0.04,13.043,0.02,12.817,0.09,,,11.818,0.024,11.416,0.023,11.326,0.023,13.1083,0.0004,13.5348,0.0016,12.5204,0.0015,0.0012753,0.00033739999999999996,3613379767359636224
EPIC212543933,206.6523285,-11.8049431,14.843,0.06,14.146,0.04,14.424,0.03,13.939,0.05,13.832,0.13,,,12.869,0.026,12.535,0.028,12.497,0.033,13.9854,0.0004,14.3616,0.0023,13.4554,0.0015,0.0014111,3.13e-05,3613442989278322432
EPIC212554013,207.0783844,-11.5889788,16.005,0.06,15.037,0.04,15.453,0.03,14.706,0.03,14.424,0.07,,,13.373,0.024,12.926,0.028,12.793,0.033,14.7871,0.0005,15.2874,0.0022,14.1395,0.0022,0.0013805,3.93e-05,3613472293839371136
EPIC212555594,206.5822754,-11.5562534,13.55,0.02,12.704,0.04,13.075,0.02,12.425,0.03,12.228,0.09,,,11.121,0.021,10.715,0.021,10.657,0.025,12.45,0.0008,12.9159,0.0034,11.845,0.0023,0.004481,3.6400000000000004e-05,3613467311677116160
EPIC212562715,202.167923,-11.3993301,14.007,0.03,13.28,0.01,13.597,0.01,13.052,0.01,12.81,0.05,,,11.955,0.029,11.646,0.029,11.538,0.029,13.1124,0.0004,13.5011,0.0014,12.573,0.0006,0.0025137999999999996,2.24e-05,3611408995846052736
EPIC212563850,200.848526,-11.374752,14.998,0.02,13.714,0.03,14.405,0.02,13.126,0.042,12.643,0.05,,,11.165,0.026,10.555,0.024,10.398,0.023,13.1644,0.0006,13.9804,0.0028,12.2929,0.0012,0.008347799999999999,2.69e-05,3611268636314908544
EPIC212570977,205.9013977,-11.2235699,14.843,0.05,14.082,0.03,14.416,0.04,13.869,0.04,13.719,0.12,,,12.735,0.027,12.362,0.024,12.319,0.029,13.9429,0.0008,14.341,0.0047,13.389,0.0018,0.0013985,3.87e-05,3616537633474134272
EPIC212572439,204.4400787,-11.1925735,14.138,0.05,13.176,0.04,13.648,0.04,12.814,0.02,12.487,0.09,,,11.646,0.036,11.234,0.04,11.114,0.035,13.0523,0.0004,13.5526,0.0017,12.4157,0.0015,0.0034754,2.8400000000000003e-05,3616690087633221120
EPIC212572452,204.4417572,-11.1922235,,,,,,,,,,,,,12.678,0.026,12.038,0.024,11.868,0.027,14.6831,0.0005,15.4992,0.0031,13.7968,0.0021,0.003397,3.91e-05,3616690465590343424
EPIC212575828,205.1596985,-11.1170921,16.782,0.17,15.79,0.04,16.294,0.05,15.427,0.03,15.171,0.14,,,13.958,0.03,13.441,0.033,13.392,0.032,15.5122,0.0006,16.0425,0.0045,14.8277,0.0018,0.0014257,4.06e-05,3616517223789495424
EPIC212577658,208.7533569,-11.0798206,12.638,0.02,11.803,0.03,12.148,0.03,11.526,0.02,11.281,0.04,,,10.335,0.026,9.987,0.034,9.883,0.027,12.0739,0.0004,12.2084,0.0343,11.1682,0.0307,0.0040349,3.71e-05,3613738139429952768
EPIC212579164,198.0747681,-11.0476551,14.641,0.04,13.967,0.05,14.316,0.03,13.852,0.03,13.339,0.51,,,12.709,0.022,12.336,0.022,12.25,0.027,13.8501,0.0003,14.1918,0.0015,13.3435,0.0013,0.0014757,3.17e-05,3622010139068491136
EPIC212579424,197.8574066,-11.0425539,,,,,,,,,,,,,15.951,0.077,15.565,0.114,,,16.8307,0.0195,17.0224,0.0773,16.3975,0.0451,0.0001419,0.0001036,3622760246516297216
EPIC212580872,205.2370605,-11.0092964,14.037,0.04,13.251,0.04,13.587,0.04,13.02,0.05,12.816,0.05,,,11.934,0.024,11.579,0.023,11.479,0.023,13.0947,0.0003,13.493,0.0012,12.5427,0.0009,0.0023989,2.11e-05,3616526878875985536
EPIC212585579,204.8157654,-10.9069767,13.411,0.07,12.813,0.03,13.051,0.04,12.648,0.04,12.448,0.1,,,11.655,0.024,11.33,0.024,11.288,0.023,12.6728,0.0003,12.9967,0.0017,12.1983,0.0014,0.0022730000000000003,4.36e-05,3616725370788652672
EPIC212586030,205.8581543,-10.8969221,13.116,0.07,12.019,0.04,12.555,0.04,11.667,0.03,11.319,0.06,,,10.117,0.023,9.608,0.022,9.468,0.019,11.7297,0.0004,12.3125,0.0019,11.0318,0.0009,0.0016658,5.59e-05,3616611232033727744
EPIC212587672,205.4447021,-10.8624315,12.691,0.287,12.487,0.268,12.567,0.04,12.175,0.03,12.025,0.06,,,11.181,0.023,10.911,0.022,10.857,0.021,12.2038,0.0003,12.5225,0.0012,11.7355,0.0008,0.0030971,6.07e-05,3616620814104819328
EPIC212592101,205.6712189,-10.7685289,,,,,,,,,,,,,14.576,0.038,13.879,0.037,13.717,0.043,17.579,0.002,19.1645,0.0229,16.321,0.0117,0.005899499999999999,0.0001807,3616628205743645056
EPIC212601505,202.6416626,-10.5553885,17.222,0.105,15.691,0.057,16.485,0.03,15.115,0.03,13.63,0.01,,,11.42,0.027,10.794,0.023,10.508,0.021,14.4674,0.0057,15.9607,0.0045,13.154,0.0047,0.0072028,0.0003971,3611756510239867904
EPIC212628098,200.2905579,-9.9491682,14.877,0.04,13.757,0.03,14.356,0.03,13.325,0.02,12.789,0.06,,,11.463,0.03,10.98,0.033,10.743,0.026,13.4726,0.0015,14.1136,0.0063,12.6308,0.0105,0.0046687000000000005,2.55e-05,3624010185078481664
EPIC212634172,202.390686,-9.810173,,,,,,,,,,,,,12.353,0.028,11.659,0.027,11.412,0.023,15.2613,0.0006,16.8173,0.0071,14.0364,0.002,0.0098893,6.950000000000001e-05,3611876700604668672
EPIC212639319,199.5781403,-9.6918573,13.433,0.02,12.62,0.05,12.979,0.03,12.374,0.03,12.253,0.1,,,11.13,0.024,10.727,0.023,10.647,0.019,12.423,0.0002,12.8561,0.002,11.8471,0.0019,0.0012915000000000001,7.240000000000001e-05,3623706483646858624
EPIC212645891,210.2730255,-9.5401115,13.46,0.04,12.735,0.02,13.037,0.04,12.554,0.04,12.471,0.14,,,11.458,0.024,11.141,0.024,11.053,0.026,12.5721,0.0002,12.9331,0.0014,12.0637,0.0012,0.0024721,4.45e-05,3615511514247390848
EPIC212646483,211.663208,-9.5265064,14.934,0.02,14.091,0.03,14.486,0.04,13.866,0.05,13.589,0.06,,,12.686,0.033,12.252,0.029,12.194,0.026,13.9785,0.0004,14.3582,0.0072,13.3723,0.0067,0.0007934999999999999,2.85e-05,3615089503644951168
EPIC212661144,209.2333374,-9.1876268,14.6,0.06,13.851,0.02,14.179,0.06,13.632,0.02,13.344,0.03,,,12.542,0.034,,,12.055,0.04,13.7406,0.0003,14.129,0.0019,13.1935,0.001,0.0018636,2.41e-05,3615758251528391680
EPIC212672300,204.6089325,-8.9271498,13.462,0.04,12.908,0.03,13.122,0.05,12.76,0.04,12.728,0.12,,,11.881,0.026,11.664,0.023,11.57,0.021,12.8383,0.0004,13.1288,0.0012,12.3975,0.0009,0.0015609,4.53e-05,3618361345307363584
EPIC212679181,201.7371826,-8.7630129,14.516,0.04,12.992,0.04,13.808,0.03,12.432,0.01,11.24,0.04,,,9.448,0.026,8.858,0.032,8.588,0.024,12.516,0.0007,13.4205,0.0286,10.9445,0.0163,0.0234745,5.2499999999999995e-05,3630190784751508480
EPIC212686205,204.4376526,-8.597065,13.749,0.07,12.627,0.03,13.234,0.04,12.128,0.03,11.836,0.1,,,10.491,0.024,9.965,0.026,9.815,0.021,12.2204,0.0007,12.8801,0.0019,11.4601,0.0014,0.0086952,6.97e-05,3618386664139093504
EPIC212688920,203.0135651,-8.5314798,15.108,0.02,14.18,0.02,14.664,0.02,13.831,0.02,13.552,0.07,,,12.47,0.023,12.028,0.026,11.969,0.029,13.9033,0.0003,14.4097,0.0015,13.2615,0.001,0.0018117,2.51e-05,3630115330766773760
EPIC212689874,199.8315125,-8.5094805,13.132,0.03,12.497,0.01,12.754,0.04,12.31,0.04,12.148,0.02,,,11.248,0.026,10.904,0.023,10.876,0.023,12.3238,0.0003,12.6753,0.0013,11.8223,0.0009,0.0031463000000000003,4.15e-05,3624969886932157568
EPIC212690867,203.3142853,-8.4845095,,,,,,,,,,,,,12.865,0.026,12.308,0.024,12.061,0.026,15.2953,0.0009,16.3914,0.011,14.2448,0.0027,0.0063353,5.2499999999999995e-05,3630072518532859008
EPIC212691422,200.4563446,-8.4717207,12.635,0.01,12.06,0.01,12.292,0.01,11.906,0.01,11.765,0.08,,,10.95,0.024,10.686,0.023,10.617,0.019,11.9274,0.0004,12.2306,0.0017,11.4709,0.0008,0.0016833,6.32e-05,3625009164407557760
EPIC212697709,201.6551971,-8.3175602,12.959,0.324,12.914,0.339,12.653,0.02,12.125,0.02,11.997,0.06,,,11.11,0.026,10.799,0.023,10.764,0.023,12.1818,0.0003,12.5441,0.0018,11.678,0.0013,0.0029663,5.6800000000000005e-05,3630269399833507200
EPIC212703473,201.2365417,-8.1717386,11.489,0.101,10.973,0.096,11.217,0.09,10.652,0.03,10.52,0.07,,,9.694,0.024,9.402,0.024,9.307,0.021,10.7048,0.0007,11.0472,0.0016,10.2171,0.0014,0.0027208,0.0010889,3631037133827627520
EPIC212705192,202.6054382,-8.1302624,12.543,0.249,12.201,0.232,12.159,0.04,11.694,0.02,11.543,0.06,,,10.709,0.026,10.357,0.022,10.28,0.019,11.7164,0.001,12.0718,0.0037,11.2204,0.0031,0.0018417,4.3700000000000005e-05,3630336847999983616
EPIC212735333,202.3936615,-7.374002,12.884,0.04,12.157,0.01,12.483,0.04,11.958,0.01,11.76,0.1,,,10.881,0.022,10.558,0.022,10.479,0.024,11.9937,0.0003,12.3669,0.0016,11.4749,0.0005,0.0040098,3.84e-05,3630460126445437440
EPIC212737443,204.2216949,-7.3181438,,,,,,,,,,,,,12.824,0.026,12.239,0.026,12.16,0.024,14.4776,0.0004,15.0892,0.0031,13.742,0.0012,0.0029458,4.1099999999999996e-05,3630680754621236096
EPIC212756297,207.6558685,-6.8040042,14.582,0.02,13.417,0.02,14.059,0.03,12.977,0.05,12.559,0.05,,,11.35,0.026,10.794,0.022,10.619,0.021,13.0276,0.0007,13.6946,0.0024,12.2608,0.0019,0.0054849,3.65e-05,3620030644476623616
EPIC212757601,208.1546478,-6.769382,,,,,17.493,0.005,16.838,0.005,16.538,0.005,16.354,0.008,15.349,0.053,14.861,0.067,14.774,0.106,16.8697,0.0011,17.3636,0.0059,16.2224,0.0047,0.0006208,0.0001046,3620359364093291904
EPIC212768333,198.843811,-6.4648862,11.798,0.149,10.971,0.1,11.661,0.03,10.956,0.04,10.748,0.09,,,9.741,0.024,9.313,0.024,9.228,0.021,10.9955,0.0014,11.4582,0.0029,10.4115,0.003,0.0090163,7.04e-05,3628687065162340224
EPIC212772113,203.2220154,-6.356853,14.95,0.02,14.015,0.02,14.431,0.02,13.676,0.03,13.454,0.14,,,12.286,0.026,11.797,0.023,11.701,0.022,13.7147,0.0003,14.2327,0.0014,13.0627,0.0008,0.0026611,2.39e-05,3631738381728075392
EPIC212772313,202.4740753,-6.3508821,11.271,0.077,10.702,0.07,10.968,0.1,10.436,0.04,10.258,0.08,,,9.402,0.021,9.11,0.023,8.981,0.021,10.4594,0.0004,10.8242,0.001,9.9604,0.0013,0.0075414,0.0001864,3631703639736841088
EPIC212773272,207.3820343,-6.3240991,,,,,,,,,,,,,12.597,0.029,11.946,0.025,11.701,0.024,15.4503,0.001,16.871,0.0136,14.2489,0.0038,0.0081426,0.0001023,3620620841702267008
EPIC212779596,208.9017029,-6.1361432,13.323,0.03,12.289,0.02,12.796,0.02,11.859,0.03,11.559,0.05,,,10.277,0.023,9.726,0.021,9.625,0.019,11.9053,0.0004,12.5253,0.0022,11.1753,0.001,0.009272299999999999,5.14e-05,3620501712193719296
